File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,
1666,3/14/23 17:45,Oxide3phase,90,< LOD,0.7334,< LOD,0.1097,0.2231,0.0573,< LOD,0.0114,< LOD,0.0084,< LOD,0.0172,0.2629,0.0083,1.7691,0.0165,0.0203,0.0046,< LOD,0.0035,< LOD,0.0015,0.5172,0.0108,0.0934,0.0074,< LOD,0.0013,0.0027,0.0006,0.0031,0.0005,0.0128,0.0006,< LOD,0.0004,< LOD,0.0001,0.0001,0.0001,0.0006,0.0001,0.0086,0.0005,0.0004,0.0004,< LOD,0.0009,< LOD,0.0004,< LOD,0.0011,< LOD,0.0006,< LOD,0.0011,< LOD,0.0007,< LOD,0.0005,< LOD,0.0014,< LOD,0.0016,< LOD,0,0.008,0.0055,< LOD,0.0047,< LOD,0.0078,< LOD,0.0009,< LOD,0.0028,< LOD,0.0023,< LOD,0.0006,< LOD,0.0012,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,< LOD,0.0003,< LOD,0.0004,< LOD,0.0011,2,Passed,,,,,
1667,3/14/23 17:47,Oxide3phase,90,< LOD,0.7248,< LOD,0.1166,0.3362,0.0638,< LOD,0.0111,< LOD,0.0083,< LOD,0.018,0.2753,0.0088,1.0015,0.0133,0.0533,0.0052,< LOD,0.0049,< LOD,0.002,0.0616,0.004,1.8588,0.0138,< LOD,0.0024,0.0019,0.0005,0.0014,0.0003,0.0038,0.0003,< LOD,0.0003,0.0003,0.0002,< LOD,0.0001,0.0009,0.0001,0.0226,0.0008,0.0024,0.0005,< LOD,0.0016,< LOD,0.0005,< LOD,0.0014,< LOD,0.0007,< LOD,0.0013,< LOD,0.0006,< LOD,0.0005,< LOD,0.0012,< LOD,0.002,< LOD,0,0.0135,0.005,0.005,0.0042,< LOD,0.0071,< LOD,0.0007,< LOD,0.0032,< LOD,0.0017,< LOD,0.0007,< LOD,0.0013,< LOD,0.0004,< LOD,0.0003,0.0009,0.0003,< LOD,0.0003,< LOD,0.0005,< LOD,0.0014,2,Passed,,,,,
File #,DateTime,Method,ElapsedTime,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Tl,Tl Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,3/14/23 17:50,Oxide2phase,30,0.3187,0.0346,1.1355,0.0418,0.0525,0.0062,0.0049,0.0026,0.0022,0.0015,0.4001,0.0079,0.0514,0.0066,< LOD,0.0009,0.0024,0.0008,0.0029,0.0008,0.0186,0.0013,< LOD,0.0008,< LOD,0.0001,< LOD,0.0032,< LOD,0.0033,< LOD,0.0013,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,3/14/23 17:51,Oxide2phase,30,0.4001,0.0382,1.1965,0.043,0.0492,0.0062,< LOD,0.0025,< LOD,0.0014,0.2987,0.0068,0.123,0.0062,< LOD,0.0009,0.0023,0.0008,0.0039,0.0009,0.019,0.0013,< LOD,0.0008,< LOD,0.0001,< LOD,0.0032,< LOD,0.0033,< LOD,0.0013,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,3/14/23 17:52,Oxide2phase,30,0.2894,0.0337,1.0474,0.0402,0.0209,0.0044,0.0021,0.0018,< LOD,0.001,0.108,0.0041,0.0229,0.0038,< LOD,0.0006,0.0023,0.0008,0.0035,0.0009,0.0158,0.0013,< LOD,0.0008,< LOD,0.0001,< LOD,0.003,< LOD,0.0035,< LOD,0.0013,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,
1671,3/14/23 17:53,Oxide3phase,90,0.9951,0.7541,< LOD,0.1075,0.3996,0.0639,0.0111,0.0097,< LOD,0.0077,< LOD,0.0172,0.3823,0.0091,0.5236,0.011,0.0246,0.0046,< LOD,0.0038,0.0018,0.0016,0.0316,0.0031,0.9789,0.0099,< LOD,0.0017,0.0025,0.0006,< LOD,0.0004,0.0069,0.0005,< LOD,0.0004,0.0002,0.0002,< LOD,0.0001,0.0015,0.0002,0.0142,0.0006,0.0011,0.0004,< LOD,0.0013,< LOD,0.0004,< LOD,0.0012,< LOD,0.0006,< LOD,0.0011,< LOD,0.0008,< LOD,0.0006,< LOD,0.0014,< LOD,0.0017,< LOD,0,0.0135,0.006,< LOD,0.0049,< LOD,0.0084,< LOD,0.0008,< LOD,0.003,< LOD,0.0021,< LOD,0.0006,< LOD,0.0012,< LOD,0.0003,< LOD,0.0003,0.0006,0.0003,< LOD,0.0003,< LOD,0.0004,< LOD,0.0012,2,Passed,,,,,
File #,DateTime,Method,ElapsedTime,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,Hf,Hf Err,Ta,Ta Err,Tl,Tl Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,3/14/23 17:55,Oxide2phase,30,0.4292,0.0405,2.466,0.0615,0.0378,0.0057,< LOD,0.0024,< LOD,0.0014,0.5446,0.0094,0.0882,0.0063,< LOD,0.0008,0.0016,0.0007,0.0021,0.0007,0.029,0.0014,< LOD,0.0007,< LOD,0.0001,< LOD,0.0034,< LOD,0.0015,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Method,ElapsedTime,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Tl,Tl Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,3/14/23 17:56,Oxide2phase,30,0.4165,0.0392,1.7199,0.0512,0.0329,0.0052,0.0053,0.0023,< LOD,0.0012,0.4446,0.0084,< LOD,0.0056,0.001,0.0008,0.002,0.0007,0.0027,0.0008,0.0295,0.0015,< LOD,0.0008,< LOD,0.0001,< LOD,0.0032,< LOD,0.0034,< LOD,0.0013,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,3/14/23 17:57,Oxide2phase,30,0.3421,0.0371,1.8577,0.0534,0.0404,0.0058,0.0053,0.0025,< LOD,0.0012,0.3055,0.007,0.1638,0.0061,< LOD,0.0008,0.0014,0.0008,0.0029,0.0009,0.0271,0.0015,< LOD,0.0008,< LOD,0.0001,< LOD,0.0031,< LOD,0.0034,< LOD,0.0013,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,
1675,3/14/23 17:58,Oxide3phase,90,1.2226,0.773,< LOD,0.1048,0.3394,0.0586,< LOD,0.0099,< LOD,0.0078,< LOD,0.0175,0.1698,0.0075,0.6846,0.0113,0.0153,0.0045,< LOD,0.0029,< LOD,0.0013,0.0289,0.0026,0.4699,0.007,< LOD,0.0012,0.0019,0.0006,0.0016,0.0004,0.0029,0.0004,< LOD,0.0004,0.0003,0.0002,< LOD,0.0001,0.0004,0.0001,0.0064,0.0004,< LOD,0.0004,< LOD,0.0011,< LOD,0.0004,< LOD,0.0011,< LOD,0.0006,< LOD,0.0011,< LOD,0.0007,< LOD,0.0005,< LOD,0.0014,< LOD,0.0016,< LOD,0,< LOD,0.0056,< LOD,0.0047,0.0143,0.0078,< LOD,0.0009,< LOD,0.0026,< LOD,0.0022,< LOD,0.0007,< LOD,0.0004,< LOD,0.0002,0.0019,0.0004,< LOD,0.0003,< LOD,0.0004,< LOD,0.001,2,Passed,,,,,,,
1676,3/14/23 18:00,Oxide3phase,90,1.0286,0.7385,< LOD,0.1163,0.285,0.0682,< LOD,0.0107,< LOD,0.008,< LOD,0.0172,0.6056,0.0108,1.0073,0.0137,0.0386,0.0048,< LOD,0.0044,< LOD,0.0019,0.1303,0.0056,1.5452,0.0126,< LOD,0.0021,0.0039,0.0008,0.0038,0.0006,0.0061,0.0005,< LOD,0.0005,0.0002,0.0002,< LOD,0.0001,0.0023,0.0002,0.0177,0.0007,0.0011,0.0004,< LOD,0.0012,< LOD,0.0003,< LOD,0.001,< LOD,0.0006,< LOD,0.001,< LOD,0.0009,< LOD,0.0006,< LOD,0.0017,< LOD,0.0016,< LOD,0,0.0266,0.0074,< LOD,0.0058,< LOD,0.0103,< LOD,0.001,< LOD,0.0029,< LOD,0.0023,< LOD,0.0006,< LOD,0.0003,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0004,< LOD,0.0013,2,Passed,,,,,,,
1677,3/14/23 18:02,Oxide3phase,90,< LOD,0.7817,< LOD,0.1274,0.2466,0.078,< LOD,0.0107,< LOD,0.0075,< LOD,0.0172,1.0787,0.0136,0.6512,0.0127,< LOD,0.0058,0.0112,0.0057,< LOD,0.0025,0.0867,0.0048,3.0034,0.0173,< LOD,0.003,0.0041,0.0007,0.0017,0.0005,0.0049,0.0004,< LOD,0.0004,0.0005,0.0002,< LOD,0.0001,0.0074,0.0004,0.0577,0.0013,0.0055,0.0006,0.0162,0.0023,0.0012,0.0004,< LOD,0.0012,< LOD,0.0008,< LOD,0.0012,< LOD,0.0009,< LOD,0.0007,< LOD,0.0019,< LOD,0.0023,0.0001,0,0.1428,0.0103,< LOD,0.0078,0.0215,0.0138,< LOD,0.0007,< LOD,0.0044,< LOD,0.0016,< LOD,0.0008,< LOD,0.0005,< LOD,0.0004,0.001,0.0005,< LOD,0.0006,< LOD,0.0007,0.0019,0.0018,2,Passed,,,,,,,
1678,3/14/23 18:04,Oxide3phase,90,< LOD,0.793,< LOD,0.1294,0.1195,0.0721,< LOD,0.011,< LOD,0.0078,< LOD,0.0175,0.8463,0.0125,0.9756,0.0137,0.1419,0.0057,< LOD,0.0056,< LOD,0.0027,0.1672,0.0065,3.989,0.0201,< LOD,0.0034,0.0041,0.0007,0.0019,0.0004,0.0055,0.0004,< LOD,0.0004,0.0003,0.0002,< LOD,0.0001,0.0045,0.0003,0.0395,0.0011,0.0031,0.0005,0.0092,0.0017,0.0006,0.0004,< LOD,0.0012,< LOD,0.0007,< LOD,0.0011,< LOD,0.0008,< LOD,0.0006,< LOD,0.0016,< LOD,0.0019,< LOD,0,0.042,0.0071,< LOD,0.0059,< LOD,0.01,< LOD,0.0007,< LOD,0.0037,< LOD,0.0018,< LOD,0.0008,< LOD,0.0004,< LOD,0.0003,0.0006,0.0004,< LOD,0.0005,< LOD,0.0006,< LOD,0.0015,2,Passed,,,,,,,
1679,3/14/23 18:06,Oxide3phase,90,0.8247,0.8049,< LOD,0.1214,0.1377,0.0734,< LOD,0.0101,< LOD,0.0074,< LOD,0.0169,0.9858,0.0132,0.6993,0.0127,0.0401,0.0058,< LOD,0.0055,0.0063,0.0026,0.0857,0.0049,3.2649,0.018,< LOD,0.0031,0.0038,0.0007,0.0022,0.0004,0.0049,0.0004,0.0015,0.0004,< LOD,0.0003,< LOD,0.0001,0.0066,0.0004,0.0538,0.0012,0.0054,0.0006,0.0124,0.0021,0.0007,0.0004,< LOD,0.0013,< LOD,0.0007,< LOD,0.0012,< LOD,0.0009,< LOD,0.0006,< LOD,0.0018,< LOD,0.0022,< LOD,0,0.0902,0.0091,< LOD,0.0071,< LOD,0.0124,< LOD,0.0007,< LOD,0.0044,< LOD,0.0017,< LOD,0.0009,< LOD,0.0004,< LOD,0.0003,0.0017,0.0005,< LOD,0.0006,< LOD,0.0007,< LOD,0.0017,2,Passed,,,,,,,
File #,DateTime,Method,ElapsedTime,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,3/15/23 8:30,Oxide2phase,51,0.4537,0.0418,2.0548,0.0563,0.0741,0.0076,< LOD,0.0029,0.0018,0.0016,0.1213,0.0045,0.4889,0.0074,< LOD,0.0011,0.0022,0.0007,0.0033,0.0007,0.0178,0.0011,< LOD,0.0006,0.0004,0.0002,< LOD,0.0001,0.0011,0.0002,0.0059,0.0004,< LOD,0.0002,0.0012,0.0003,< LOD,0.0002,< LOD,0.0008,< LOD,0.0006,< LOD,0.0008,< LOD,0.001,< LOD,0.0013,< LOD,0.0019,0.007,0.0045,< LOD,0.0062,< LOD,0.0076,< LOD,0.0001,< LOD,0.0033,0.0004,0.0002,< LOD,0.0014,0.0006,0.0005,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Method,ElapsedTime,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,
1681,3/15/23 8:32,Oxide2phase,31,0.3443,0.0366,1.7083,0.0512,0.0304,0.0059,< LOD,0.0026,< LOD,0.0013,0.1131,0.0043,0.2645,0.0058,< LOD,0.0009,0.0024,0.0007,0.0033,0.0007,0.0176,0.0011,< LOD,0.0006,< LOD,0.0006,0.0008,0.0007,0.0053,0.0017,0.001,0.0007,0.0023,0.0012,< LOD,0.0009,< LOD,0.0039,< LOD,0.0027,0.0041,0.0037,< LOD,0.0048,< LOD,0.0034,< LOD,0.0059,< LOD,0.0095,0.0203,0.0188,< LOD,0.0261,0.0419,0.0292,< LOD,0.0001,< LOD,0.0033,< LOD,0.0027,< LOD,0.0012,< LOD,0.0014,0.0021,0.0016,< LOD,0.0009,< LOD,0.0018,< LOD,0.0013,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,,,
1682,3/15/23 8:34,Oxide3phase,90,< LOD,0.761,< LOD,0.1162,0.154,0.0608,< LOD,0.0108,< LOD,0.0078,< LOD,0.0173,0.4006,0.0093,1.2506,0.0147,0.0591,0.0048,< LOD,0.0044,< LOD,0.0018,0.1936,0.0067,0.9156,0.0104,< LOD,0.0018,0.0028,0.0006,0.0019,0.0005,0.0113,0.0006,< LOD,0.0004,0.0003,0.0002,< LOD,0.0001,0.0012,0.0002,0.0158,0.0007,0.0009,0.0004,< LOD,0.0011,< LOD,0.0004,< LOD,0.0011,< LOD,0.0006,< LOD,0.0011,< LOD,0.0008,< LOD,0.0006,< LOD,0.0015,< LOD,0.0016,< LOD,0,0.0136,0.0058,< LOD,0.0048,< LOD,0.0084,< LOD,0.0008,< LOD,0.0026,< LOD,0.0021,< LOD,0.0003,< LOD,0.0003,0.0005,0.0004,< LOD,0.0004,< LOD,0.0005,< LOD,0.0012,2,Passed,,,,,,,,,
File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,
1683,3/15/23 8:37,Oxide3phase,90,< LOD,0.7326,< LOD,0.1119,0.1276,0.0596,< LOD,0.0092,< LOD,0.0074,< LOD,0.0173,0.4594,0.0099,0.4617,0.0109,< LOD,0.0049,0.0149,0.0051,< LOD,0.0021,0.0615,0.0039,2.0304,0.0141,< LOD,0.0025,0.0034,0.0007,0.0019,0.0004,0.0051,0.0004,0.0009,0.0004,0.0004,0.0003,< LOD,0.0001,0.0035,0.0003,0.037,0.001,0.0025,0.0005,< LOD,0.0016,< LOD,0.0004,< LOD,0.0011,< LOD,0.0006,< LOD,0.0011,< LOD,0.0008,< LOD,0.0006,< LOD,0.0017,< LOD,0.0018,< LOD,0,0.0396,0.0076,< LOD,0.0058,< LOD,0.0102,< LOD,0.0007,< LOD,0.0033,< LOD,0.0019,< LOD,0.0007,< LOD,0.0003,< LOD,0.0004,0.0016,0.0005,< LOD,0.0005,< LOD,0.0006,< LOD,0.0015,2,Passed,,,,,,,
1684,3/15/23 8:39,Oxide3phase,90,1.7531,0.7507,< LOD,0.1031,0.0638,0.0545,< LOD,0.0091,< LOD,0.0073,< LOD,0.0171,0.4139,0.0094,0.6776,0.0116,< LOD,0.0046,< LOD,0.0044,< LOD,0.0019,0.0894,0.0046,1.4487,0.0121,< LOD,0.0021,0.0026,0.0008,0.0022,0.0005,0.0072,0.0006,0.0007,0.0005,0.0005,0.0003,< LOD,0.0001,0.0031,0.0003,0.0218,0.0008,0.0013,0.0004,< LOD,0.0011,< LOD,0.0003,< LOD,0.0009,< LOD,0.0005,< LOD,0.0009,< LOD,0.001,< LOD,0.0007,< LOD,0.0019,< LOD,0.0014,< LOD,0,0.03,0.0083,< LOD,0.0064,0.0162,0.0112,< LOD,0.001,< LOD,0.0031,< LOD,0.0024,< LOD,0.0006,< LOD,0.0003,< LOD,0.0004,0.0009,0.0005,< LOD,0.0005,< LOD,0.0004,< LOD,0.0012,2,Passed,,,,,,,
File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,,,
1685,3/15/23 8:41,Oxide3phase,90,1.0119,0.7595,< LOD,0.1161,0.1475,0.0669,< LOD,0.0102,< LOD,0.0072,< LOD,0.0172,0.6893,0.0113,0.7423,0.0122,< LOD,0.006,0.0159,0.0063,< LOD,0.0028,0.0948,0.005,3.3461,0.0182,< LOD,0.0031,0.0019,0.0006,0.0006,0.0004,0.0033,0.0004,< LOD,0.0004,< LOD,0.0003,< LOD,0.0001,0.0055,0.0003,0.0657,0.0013,0.0061,0.0006,0.0094,0.0023,< LOD,0.0004,< LOD,0.0013,< LOD,0.0007,< LOD,0.0009,< LOD,0.0006,< LOD,0.0018,< LOD,0.0023,< LOD,0,0.1235,0.0096,< LOD,0.0074,0.018,0.0129,< LOD,0.0007,< LOD,0.0042,< LOD,0.0016,< LOD,0.0009,< LOD,0.0005,< LOD,0.0004,0.0018,0.0005,< LOD,0.0005,< LOD,0.0006,< LOD,0.0017,2,Passed,,,,,,,,,
File #,DateTime,Method,ElapsedTime,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,3/15/23 9:01,Oxide2phase,31,0.4327,0.0405,1.847,0.0533,0.0866,0.0083,< LOD,0.0031,< LOD,0.0015,0.1115,0.0043,0.6946,0.0086,< LOD,0.0013,0.0024,0.0008,0.0019,0.0007,0.0136,0.001,< LOD,0.0007,< LOD,0.001,< LOD,0.0007,0.0015,0.001,0.0082,0.002,0.0019,0.0011,0.0047,0.002,< LOD,0.001,< LOD,0.0034,< LOD,0.0027,< LOD,0.0046,< LOD,0.0037,< LOD,0.0063,0.0088,0.0081,< LOD,0.0228,0.0411,0.022,0.0569,0.0296,< LOD,0.0001,< LOD,0.0032,< LOD,0.0028,< LOD,0.0012,< LOD,0.0014,< LOD,0.002,< LOD,0.0018,< LOD,0.0017,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Method,ElapsedTime,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Multiplier,Cal Check,,,,,,,
